id_denuncia;tipo_de_denuncia;id_violencia;tipo_violencia;periodo_dia;endereco;estado;nome;idade;identidade_de_genero;orientacao_sexual;etnia;escolaridade;genero_biologico
185;Outros;185;Psicologica;Madrugada;Fazenda de Albuquerque, 309;PE;Ana Cecília da Luz;nan;Homem Transgenero;Heterossexual;Indigena;Ensino Medio Completo;Feminino
186;Invalido;186;Fisica;Noite;Via de Freitas, 95;ES;Dr. Fernando Abreu;55;Nao-Binario;Assexual;Branco;Ensino Superior Completo;Masculino
187;;187;Patrimonial;Manha;;;;81;;;;;
188;Discriminacao;188;Sexual;Manha;Favela Maria Isis Silva, 227;DF;Ana Clara Souza;91;Homem Cisgenero;Heterossexual;Amarelo;Ensino Medio Incompleto;Masculino
189;Violencia Domestica;189;Moral;Tarde;Loteamento Maria Júlia Cirino, 482;SE;Mariane Pires;nan;Nao-Binario;Heterossexual;Branco;Ensino Superior Completo;Feminino
190;Invalido;190;Fisica;Madrugada;Sítio João Guilherme Montenegro, 2;ES;Cecília da Rosa;89;Mulher Transgenero;Homossexual;Branco;Ensino Fundamental Completo;Feminino
191;Assedio;191;Patrimonial;Madrugada;Vila Marina da Costa, 719;RJ;Sophia Caldeira;47;Nao-Binario;Pansexual;Indigena;Ensino Superior Completo;Feminino
192;Agressao;192;Patrimonial;Manha;Rua Lavínia Barros, 596;XX;Alexandre Cassiano;18;Mulher Transgenero;Pansexual;Amarelo;Ensino Superior Incompleto;Feminino
193;Agressao;193;Fisica;Manha;Sítio João Felipe Câmara, 144;XX;Pietra Jesus;104;Mulher Transgenero;Assexual;Pardo;Ensino Superior Incompleto;Masculino
194;;194;Sexual;Noite;;;;98;;;;;
195;Violencia Domestica;195;Psicologica;Manha;Viaduto de Azevedo, 246;XX;Sra. Eloah Rodrigues;13;Mulher Cisgenero;Bissexual;Amarelo;Ensino Medio Incompleto;Feminino
196;Discriminacao;196;Sexual;Manha;Trevo Luigi Sá, 632;MT;Gabriel Moreira;42;Mulher Cisgenero;Pansexual;Negro;Ensino Fundamental Incompleto;Feminino
197;;197;Fisica;Madrugada;;;;42;;;;;
198;;198;Psicologica;Noite;;;;84;;;;;
199;Agressao;199;Fisica;Madrugada;Estação Lavínia Viana, 39;ES;Pietra da Mata;45;Nao-Binario;Assexual;Negro;Ensino Superior Completo;Feminino
200;Assedio;200;Psicologica;Tarde;Distrito Daniel Almeida, 425;TO;Yasmin Albuquerque;nan;Nao-Binario;Heterossexual;Indigena;Ensino Medio Incompleto;Masculino
201;Violencia Domestica;201;Patrimonial;Manha;Quadra Silveira, 725;SP;Maria Luiza Cunha;82;Mulher Cisgenero;Heterossexual;Amarelo;Ensino Fundamental Incompleto;Feminino
202;Assedio;202;Moral;Madrugada;Sítio de Fernandes, 584;MA;Srta. Ana Luiza Rodrigues;nan;Homem Transgenero;Heterossexual;Indigena;Ensino Superior Completo;Feminino
203;Agressao;203;Fisica;Noite;Alameda Montenegro, 590;SE;Francisco Melo;44;Homem Cisgenero;Pansexual;Branco;Ensino Fundamental Incompleto;Masculino
204;Invalido;204;Psicologica;Noite;Pátio Casa Grande, 338;AL;Henry Gonçalves;58;Mulher Cisgenero;Bissexual;Indigena;Ensino Medio Incompleto;Masculino
205;Assedio;205;Patrimonial;Madrugada;Chácara Lima, 204;XX;Manuela Câmara;89;Mulher Transgenero;Homossexual;Indigena;Pos-graduacao;Masculino
206;Assedio;206;Moral;Tarde;Fazenda Kaique da Paz, 587;XX;Gustavo Freitas;56;Homem Cisgenero;Bissexual;Amarelo;Ensino Superior Incompleto;Feminino
207;Invalido;207;Sexual;Noite;Jardim Sampaio, 201;MS;Srta. Ana Julia da Conceição;89;Nao-Binario;Homossexual;Pardo;Pos-graduacao;Masculino
208;;208;Sexual;Noite;;;;15;;;;;
209;;209;Sexual;Noite;;;;30;;;;;
210;;210;Fisica;Madrugada;;;;55;;;;;
211;Invalido;211;Moral;Noite;Aeroporto de Casa Grande, 195;PB;Otto Nascimento;7;Nao-Binario;Pansexual;Amarelo;Ensino Fundamental Incompleto;Masculino
212;;212;Fisica;Madrugada;;;;110;;;;;
213;;213;Patrimonial;Tarde;;;;106;;;;;
214;Outros;214;Moral;Noite;Praça de Nunes, 179;AM;Isaque Rios;nan;Homem Transgenero;Homossexual;Pardo;Ensino Superior Completo;Feminino
215;Outros;215;Fisica;Tarde;Esplanada Ravy Fernandes, 787;XX;Ana Clara Novais;46;Homem Cisgenero;Bissexual;Branco;Ensino Medio Incompleto;Masculino
216;Invalido;216;Fisica;Madrugada;Estação Costa, 430;PE;Maria Vitória da Cunha;1;Nao-Binario;Homossexual;Branco;Ensino Fundamental Incompleto;Masculino
217;;217;Psicologica;Madrugada;;;;18;;;;;
218;Violencia Domestica;218;Fisica;Madrugada;Recanto Maria Vitória Sousa, 74;ES;Bella Costela;nan;Mulher Cisgenero;Bissexual;Pardo;Pos-graduacao;Masculino
219;Agressao;219;Fisica;Noite;Campo João Felipe Abreu, 559;XX;Sra. Lunna Santos;49;Homem Transgenero;Homossexual;Amarelo;Ensino Superior Incompleto;Masculino
220;;220;Patrimonial;Manha;;;;32;;;;;
221;Discriminacao;221;Psicologica;Madrugada;Estação de Cavalcanti, 435;XX;Raul Sales;103;Mulher Transgenero;Assexual;Pardo;Ensino Fundamental Incompleto;Masculino
222;Outros;222;Psicologica;Tarde;Rodovia Alexandre Peixoto, 326;RO;Ágatha Mendonça;4;Nao-Binario;Assexual;Negro;Ensino Medio Completo;Feminino
223;Invalido;223;Moral;Noite;Largo da Conceição, 767;PA;Ester Aragão;4;Mulher Cisgenero;Bissexual;Branco;Ensino Superior Completo;Feminino
224;Violencia Domestica;224;Psicologica;Manha;Viela Mateus Fogaça, 858;XX;Srta. Emilly Vieira;64;Mulher Transgenero;Assexual;Pardo;Pos-graduacao;Masculino
225;Agressao;225;Patrimonial;Madrugada;Viaduto Montenegro, 894;MS;Aurora Oliveira;177;Nao-Binario;Assexual;Negro;Ensino Medio Completo;Feminino
226;Outros;226;Fisica;Manha;Viela Mirella da Conceição, 214;PI;Lavínia da Cunha;138;Mulher Transgenero;Homossexual;Amarelo;Ensino Medio Incompleto;Masculino
227;Violencia Domestica;227;Fisica;Noite;Loteamento Maria Luiza Silva, 318;PE;Felipe Pimenta;61;Mulher Transgenero;Assexual;Indigena;Ensino Superior Completo;Masculino
228;Agressao;228;Psicologica;Noite;Alameda Oliveira, 749;AM;Matheus Melo;nan;Nao-Binario;Assexual;Pardo;Pos-graduacao;Masculino
229;;229;Fisica;Tarde;;;;1;;;;;
230;Violencia Domestica;230;Psicologica;Tarde;Passarela Ayla Pereira, 978;XX;Yasmin Costela;4;Homem Cisgenero;Heterossexual;Amarelo;Ensino Superior Incompleto;Feminino
231;Invalido;231;Fisica;Noite;Distrito de Monteiro, 207;PI;José Viana;14;Mulher Cisgenero;Pansexual;Pardo;Ensino Medio Incompleto;Masculino
232;Outros;232;Psicologica;Tarde;Largo de Ferreira, 319;AC;Liam Sousa;28;Mulher Transgenero;Assexual;Negro;Pos-graduacao;Feminino
233;Invalido;233;Patrimonial;Noite;Favela Agatha Novaes, 611;AP;Raquel Borges;2;Nao-Binario;Homossexual;Negro;Ensino Medio Completo;Feminino
234;Assedio;234;Sexual;Noite;Rodovia Eloá Camargo, 541;XX;Valentim Vasconcelos;64;Nao-Binario;Assexual;Negro;Ensino Medio Completo;Feminino
235;Assedio;235;Moral;Madrugada;Condomínio Allana Rios, 177;XX;Guilherme Machado;20;Mulher Transgenero;Homossexual;Pardo;Ensino Superior Incompleto;Feminino
236;Outros;236;Moral;Manha;Viela de da Costa, 822;ES;Evelyn Costa;nan;Homem Transgenero;Bissexual;Amarelo;Ensino Medio Incompleto;Feminino
237;Invalido;237;Moral;Tarde;Passarela Catarina Garcia, 239;RR;Sra. Bruna Pereira;21;Homem Cisgenero;Pansexual;Pardo;Ensino Fundamental Incompleto;Feminino
238;Invalido;238;Psicologica;Madrugada;Lagoa de Pastor, 789;TO;Eduarda Santos;2;Mulher Cisgenero;Bissexual;Branco;Ensino Medio Incompleto;Masculino
239;Outros;239;Sexual;Tarde;Aeroporto Fogaça, 918;XX;Maria Fernanda Ramos;43;Mulher Transgenero;Pansexual;Negro;Ensino Fundamental Incompleto;Feminino
240;Violencia Domestica;240;Patrimonial;Tarde;Travessa de Aparecida, 5;XX;Larissa Dias;8;Mulher Transgenero;Bissexual;Negro;Ensino Superior Incompleto;Feminino
241;Invalido;241;Patrimonial;Manha;Quadra de Caldeira, 342;SE;Matteo Dias;84;Nao-Binario;Heterossexual;Amarelo;Ensino Fundamental Incompleto;Feminino
242;Invalido;242;Fisica;Manha;Campo Campos, 879;SC;Dra. Evelyn Sousa;60;Mulher Cisgenero;Homossexual;Pardo;Ensino Superior Completo;Masculino
243;Invalido;243;Sexual;Tarde;Avenida de Barbosa, 280;PA;Diego Ribeiro;31;Homem Cisgenero;Bissexual;Amarelo;Ensino Medio Incompleto;Masculino
244;Assedio;244;Psicologica;Noite;Aeroporto Santos, 611;XX;Sabrina da Cruz;64;Mulher Cisgenero;Heterossexual;Amarelo;Ensino Medio Incompleto;Feminino
245;Invalido;245;Sexual;Manha;Viela Isabel Sampaio, 205;AP;Ester Siqueira;82;Homem Cisgenero;Heterossexual;Branco;Ensino Fundamental Completo;Feminino
246;Agressao;246;Psicologica;Noite;Trecho Felipe Fogaça, 465;PR;Emanuella Moura;109;Homem Cisgenero;Bissexual;Branco;Ensino Medio Incompleto;Masculino
247;Outros;247;Moral;Manha;Fazenda Cardoso, 15;ES;Yan Cardoso;nan;Mulher Cisgenero;Homossexual;Pardo;Ensino Medio Completo;Masculino
248;Violencia Domestica;248;Patrimonial;Manha;Via de das Neves, 697;XX;Maria Fernanda Cardoso;58;Homem Transgenero;Assexual;Negro;Pos-graduacao;Masculino
249;Violencia Domestica;249;Moral;Manha;Residencial Leão, 430;RS;Luan Jesus;155;Nao-Binario;Homossexual;Pardo;Ensino Medio Completo;Feminino
250;Invalido;250;Moral;Madrugada;Passarela de Peixoto, 345;RJ;Clara da Cunha;39;Homem Cisgenero;Bissexual;Branco;Ensino Superior Incompleto;Feminino
251;Invalido;251;Moral;Noite;Jardim Benício Aparecida, 112;CE;Srta. Ana Júlia Vasconcelos;80;Mulher Cisgenero;Homossexual;Negro;Ensino Medio Completo;Masculino
252;;252;Moral;Noite;;;;2;;;;;
253;Agressao;253;Patrimonial;Manha;Passarela Cavalcante, 99;AP;Benicio Rodrigues;nan;Homem Transgenero;Heterossexual;Negro;Ensino Superior Incompleto;Masculino
254;;254;Psicologica;Noite;;;;19;;;;;
255;Outros;255;Moral;Noite;Recanto Vinicius Pereira, 808;AP;Miguel Leão;nan;Mulher Cisgenero;Assexual;Branco;Ensino Medio Completo;Masculino
256;Invalido;256;Fisica;Madrugada;Recanto Nathan Barbosa, 997;AP;Bárbara da Mata;8;Homem Cisgenero;Heterossexual;Amarelo;Ensino Medio Completo;Masculino
257;Discriminacao;257;Fisica;Tarde;Passarela Cassiano, 748;AL;Maitê Rezende;38;Mulher Cisgenero;Bissexual;Pardo;Ensino Fundamental Incompleto;Masculino
258;;258;Fisica;Madrugada;;;;64;;;;;
259;;259;Psicologica;Manha;;;;103;;;;;
260;Agressao;260;Patrimonial;Tarde;Parque de Gonçalves, 564;RJ;Luigi Nascimento;76;Homem Cisgenero;Assexual;Pardo;Pos-graduacao;Masculino
261;Assedio;261;Moral;Tarde;Praia de Moura, 610;MT;Clarice Rocha;197;Mulher Transgenero;Heterossexual;Negro;Ensino Medio Incompleto;Masculino
262;Outros;262;Psicologica;Noite;Viela Monteiro, 298;MG;Bella Cavalcanti;161;Homem Transgenero;Heterossexual;Pardo;Pos-graduacao;Masculino
263;;263;Moral;Madrugada;;;;16;;;;;
264;;264;Fisica;Madrugada;;;;16;;;;;
265;;265;Sexual;Madrugada;;;;84;;;;;
266;Assedio;266;Sexual;Noite;Núcleo da Cunha, 454;XX;Julia Almeida;20;Mulher Cisgenero;Homossexual;Negro;Ensino Superior Incompleto;Masculino
267;;267;Sexual;Tarde;;;;69;;;;;
268;Invalido;268;Patrimonial;Manha;Viela Luiz Miguel Costela, 987;PE;Srta. Rafaela Aparecida;63;Homem Cisgenero;Pansexual;Indigena;Ensino Medio Incompleto;Masculino
269;Violencia Domestica;269;Fisica;Tarde;Ladeira de Viana, 897;PA;Sr. Yago Pereira;175;Mulher Cisgenero;Assexual;Indigena;Ensino Fundamental Completo;Feminino
270;Violencia Domestica;270;Fisica;Madrugada;Via de Garcia, 215;XX;Enrico Viana;50;Nao-Binario;Assexual;Indigena;Ensino Fundamental Incompleto;Masculino
271;;271;Patrimonial;Manha;;;;85;;;;;
272;;272;Sexual;Madrugada;;;;32;;;;;
273;Agressao;273;Psicologica;Manha;Parque Sophia Rezende, 323;PB;Benicio Caldeira;180;Homem Cisgenero;Assexual;Branco;Ensino Medio Completo;Feminino
274;;274;Fisica;Noite;;;;38;;;;;
275;Invalido;275;Fisica;Tarde;Quadra de Souza, 439;BA;Caio Silveira;89;Mulher Transgenero;Heterossexual;Branco;Ensino Medio Completo;Masculino
276;Invalido;276;Psicologica;Noite;Vila de Sales, 873;GO;Theodoro Aparecida;75;Homem Transgenero;Assexual;Pardo;Ensino Medio Incompleto;Masculino
277;Outros;277;Moral;Noite;Viela Sampaio, 451;SE;Enzo Martins;88;Nao-Binario;Homossexual;Amarelo;Ensino Fundamental Completo;Feminino
278;Agressao;278;Fisica;Tarde;Setor Rios, 414;SC;Luiz Otávio Santos;21;Mulher Cisgenero;Homossexual;Amarelo;Pos-graduacao;Masculino
279;Invalido;279;Moral;Noite;Parque de Machado, 101;RJ;Srta. Bianca Novaes;10;Homem Cisgenero;Assexual;Indigena;Pos-graduacao;Masculino
280;Outros;280;Moral;Manha;Trevo Alexandre Lopes, 455;XX;Isabela Novaes;57;Mulher Cisgenero;Homossexual;Negro;Ensino Superior Incompleto;Feminino
281;Agressao;281;Psicologica;Manha;Largo Mariah Borges, 815;DF;Aylla Aparecida;156;Homem Cisgenero;Assexual;Branco;Ensino Superior Completo;Masculino
282;Discriminacao;282;Patrimonial;Madrugada;Chácara Vasconcelos, 46;XX;Otto Silveira;51;Homem Transgenero;Bissexual;Amarelo;Ensino Fundamental Completo;Masculino
283;Invalido;283;Moral;Noite;Pátio de Câmara, 585;TO;Igor Azevedo;43;Mulher Cisgenero;Pansexual;Negro;Pos-graduacao;Feminino
284;;284;Fisica;Manha;;;;80;;;;;
285;Violencia Domestica;285;Fisica;Tarde;Esplanada de Costa, 728;PI;Dr. Heitor Gomes;nan;Mulher Transgenero;Pansexual;Amarelo;Ensino Superior Completo;Feminino
286;Assedio;286;Psicologica;Tarde;Condomínio de Oliveira, 900;XX;Nicolas da Mota;2;Mulher Cisgenero;Assexual;Amarelo;Ensino Superior Completo;Masculino
287;Invalido;287;Patrimonial;Madrugada;Estrada Machado, 268;SE;Vitor Gabriel da Paz;90;Nao-Binario;Assexual;Indigena;Ensino Fundamental Completo;Masculino
288;Discriminacao;288;Moral;Noite;Vereda Dante da Cruz, 610;GO;Sr. Thales Sales;185;Nao-Binario;Pansexual;Pardo;Ensino Superior Incompleto;Masculino
289;Invalido;289;Patrimonial;Tarde;Morro Sophie Dias, 179;SE;Ana Clara Vieira;80;Homem Transgenero;Assexual;Indigena;Ensino Superior Incompleto;Feminino
290;Outros;290;Sexual;Madrugada;Chácara Hellena Câmara, 112;XX;Letícia Mendes;28;Nao-Binario;Heterossexual;Indigena;Ensino Superior Completo;Masculino
291;Violencia Domestica;291;Sexual;Noite;Rua Freitas, 88;RJ;Josué da Costa;nan;Nao-Binario;Homossexual;Negro;Ensino Superior Incompleto;Masculino
292;Violencia Domestica;292;Sexual;Madrugada;Vila de Nascimento, 269;AM;Vitor da Cruz;nan;Nao-Binario;Heterossexual;Pardo;Ensino Superior Completo;Masculino
293;Agressao;293;Moral;Noite;Avenida Kevin Duarte, 101;XX;Zoe Costela;93;Mulher Transgenero;Homossexual;Negro;Ensino Fundamental Incompleto;Masculino
294;Outros;294;Patrimonial;Noite;Alameda de da Cunha, 443;XX;Leonardo Novais;110;Homem Cisgenero;Homossexual;Pardo;Ensino Fundamental Completo;Feminino
295;Assedio;295;Fisica;Tarde;Rodovia Monteiro, 774;SC;Enrico Novaes;99;Homem Transgenero;Heterossexual;Pardo;Pos-graduacao;Feminino
296;Invalido;296;Patrimonial;Noite;Recanto de Albuquerque, 549;PE;Luna Correia;109;Homem Transgenero;Homossexual;Branco;Ensino Medio Incompleto;Feminino
297;Invalido;297;Sexual;Tarde;Aeroporto de Pastor, 245;ES;Maria Eduarda das Neves;9;Mulher Transgenero;Assexual;Branco;Ensino Medio Incompleto;Masculino
298;Agressao;298;Patrimonial;Manha;Viaduto André Moura, 657;XX;Dr. Davi Miguel Vieira;17;Mulher Cisgenero;Pansexual;Pardo;Ensino Superior Completo;Feminino
299;;299;Psicologica;Noite;;;;93;;;;;
300;Outros;300;Patrimonial;Madrugada;Recanto Arthur Gabriel Sampaio, 900;BA;Murilo Pires;nan;Homem Transgenero;Assexual;Indigena;Ensino Superior Completo;Feminino
301;Invalido;301;Fisica;Madrugada;Quadra José Ribeiro, 995;MA;Vicente Melo;27;Mulher Transgenero;Heterossexual;Indigena;Ensino Superior Completo;Masculino
302;Violencia Domestica;302;Sexual;Madrugada;Praça de Barros, 870;XX;Maya Leão;28;Mulher Transgenero;Pansexual;Pardo;Ensino Fundamental Completo;Masculino
303;Outros;303;Moral;Madrugada;Jardim Maria Sophia da Conceição, 965;TO;Alexandre Garcia;nan;Nao-Binario;Pansexual;Negro;Ensino Medio Completo;Feminino
304;Outros;304;Moral;Manha;Praça de da Mota, 995;XX;Davi Lucas Abreu;34;Homem Cisgenero;Heterossexual;Pardo;Pos-graduacao;Masculino
305;Outros;305;Fisica;Noite;Sítio Cassiano, 566;PI;Diogo Jesus;121;Mulher Cisgenero;Pansexual;Indigena;Pos-graduacao;Masculino
306;Agressao;306;Patrimonial;Manha;Vereda Cirino, 209;MT;Dr. Henry Costela;nan;Nao-Binario;Homossexual;Pardo;Ensino Fundamental Incompleto;Feminino
307;Discriminacao;307;Sexual;Noite;Residencial de Borges, 706;MA;Srta. Juliana Mendes;62;Homem Cisgenero;Pansexual;Pardo;Ensino Superior Incompleto;Feminino
308;Agressao;308;Moral;Tarde;Ladeira de Ferreira, 638;MG;Evelyn Fogaça;nan;Homem Transgenero;Pansexual;Negro;Pos-graduacao;Feminino
309;Assedio;309;Fisica;Manha;Praia Theodoro da Paz, 952;RS;Maria Júlia Fernandes;132;Homem Transgenero;Assexual;Amarelo;Ensino Superior Completo;Masculino
310;Invalido;310;Moral;Noite;Distrito Vasconcelos, 27;RR;Manuella Machado;32;Mulher Cisgenero;Bissexual;Pardo;Ensino Fundamental Completo;Masculino
311;;311;Psicologica;Noite;;;;107;;;;;
312;;312;Sexual;Tarde;;;;109;;;;;
313;Agressao;313;Fisica;Madrugada;Rua Lorena da Paz, 844;BA;Dr. Yuri da Cruz;10;Homem Transgenero;Pansexual;Amarelo;Ensino Medio Completo;Masculino
314;Discriminacao;314;Moral;Tarde;Praça Levi Andrade, 474;MT;Sra. Brenda Rios;186;Homem Cisgenero;Homossexual;Branco;Ensino Superior Incompleto;Masculino
315;Invalido;315;Patrimonial;Madrugada;Fazenda Andrade, 71;AC;Maria Flor Cavalcante;37;Homem Cisgenero;Homossexual;Amarelo;Ensino Medio Completo;Feminino
316;Outros;316;Moral;Manha;Jardim Antony Moraes, 499;MA;Laís Guerra;192;Homem Cisgenero;Heterossexual;Branco;Ensino Medio Completo;Masculino
317;Assedio;317;Fisica;Manha;Esplanada Garcia, 986;CE;Benjamim Siqueira;nan;Mulher Transgenero;Homossexual;Amarelo;Ensino Superior Incompleto;Masculino
318;Violencia Domestica;318;Fisica;Manha;Quadra Valentina Sousa, 245;PB;Luigi da Cruz;nan;Homem Transgenero;Pansexual;Branco;Ensino Medio Incompleto;Masculino
319;Agressao;319;Psicologica;Madrugada;Loteamento Emanuella da Paz, 181;PA;Isadora Campos;51;Homem Transgenero;Heterossexual;Indigena;Ensino Medio Completo;Masculino
320;;320;Moral;Noite;;;;109;;;;;
321;Discriminacao;321;Sexual;Noite;Área de Martins, 943;XX;Dom Barbosa;50;Homem Cisgenero;Pansexual;Amarelo;Ensino Medio Completo;Feminino
322;;322;Sexual;Madrugada;;;;41;;;;;
323;Assedio;323;Patrimonial;Tarde;Rua Cauã Freitas, 903;SE;Alana Cardoso;200;Nao-Binario;Assexual;Indigena;Ensino Fundamental Completo;Masculino
324;Assedio;324;Fisica;Tarde;Viaduto Fernandes, 779;AL;Noah Cunha;17;Homem Cisgenero;Heterossexual;Pardo;Ensino Medio Incompleto;Masculino
325;Invalido;325;Patrimonial;Noite;Lagoa Isaque Nunes, 310;SP;Lavínia Porto;108;Homem Cisgenero;Pansexual;Negro;Pos-graduacao;Feminino
326;Assedio;326;Sexual;Manha;Feira de Gomes, 384;XX;Ravi Lucca Silveira;67;Nao-Binario;Bissexual;Pardo;Ensino Superior Completo;Masculino
327;Assedio;327;Moral;Tarde;Travessa de Borges, 762;RJ;Maria Luísa Oliveira;29;Mulher Cisgenero;Assexual;Negro;Ensino Fundamental Incompleto;Feminino
328;;328;Patrimonial;Manha;;;;88;;;;;
329;Agressao;329;Moral;Noite;Parque Aragão, 628;XX;Rebeca Moreira;3;Mulher Transgenero;Assexual;Branco;Pos-graduacao;Masculino
330;;330;Fisica;Madrugada;;;;56;;;;;
331;Invalido;331;Psicologica;Tarde;Rodovia de Rezende, 799;MG;Dr. Leandro Rezende;77;Mulher Cisgenero;Bissexual;Indigena;Ensino Medio Completo;Feminino
332;;332;Fisica;Noite;;;;37;;;;;
333;Outros;333;Psicologica;Madrugada;Vereda Camila Barbosa, 923;XX;Kevin Souza;81;Homem Transgenero;Heterossexual;Indigena;Ensino Superior Completo;Masculino
334;Outros;334;Fisica;Tarde;Vale Caldeira, 230;XX;Vinícius Fernandes;59;Nao-Binario;Homossexual;Branco;Ensino Superior Completo;Feminino
335;;335;Moral;Manha;;;;20;;;;;
336;Invalido;336;Sexual;Manha;Viaduto da Cruz, 49;RJ;Srta. Isadora Sampaio;109;Mulher Transgenero;Homossexual;Amarelo;Ensino Medio Completo;Masculino
337;Agressao;337;Fisica;Noite;Lago da Conceição, 350;ES;Aylla Vasconcelos;39;Homem Transgenero;Homossexual;Pardo;Ensino Medio Completo;Feminino
338;Discriminacao;338;Patrimonial;Manha;Esplanada Câmara, 373;XX;João Vitor Sampaio;43;Mulher Transgenero;Assexual;Amarelo;Ensino Medio Incompleto;Masculino
339;Violencia Domestica;339;Psicologica;Noite;Rodovia de da Luz, 368;RS;Dr. Davi Lucas Nascimento;13;Homem Cisgenero;Assexual;Indigena;Ensino Superior Incompleto;Feminino
340;Discriminacao;340;Moral;Manha;Trevo de Alves, 427;RJ;Davi Luiz Costa;2;Mulher Transgenero;Heterossexual;Amarelo;Ensino Medio Incompleto;Masculino
341;;341;Sexual;Noite;;;;71;;;;;
342;Assedio;342;Fisica;Tarde;Esplanada de Siqueira, 368;XX;Yago Moraes;105;Homem Transgenero;Homossexual;Branco;Ensino Fundamental Completo;Masculino
343;Invalido;343;Sexual;Madrugada;Distrito Heloísa Duarte, 703;RO;Lorena Costa;2;Mulher Cisgenero;Pansexual;Negro;Ensino Fundamental Incompleto;Masculino
344;Outros;344;Patrimonial;Madrugada;Estrada Lucas Silva, 573;PB;Maitê da Costa;182;Mulher Cisgenero;Bissexual;Indigena;Pos-graduacao;Masculino
345;;345;Sexual;Tarde;;;;106;;;;;
346;Agressao;346;Fisica;Tarde;Loteamento Eloah da Mota, 3;MG;Isabelly Correia;9;Homem Cisgenero;Bissexual;Amarelo;Ensino Superior Completo;Masculino
347;;347;Moral;Madrugada;;;;98;;;;;
348;;348;Moral;Madrugada;;;;72;;;;;
349;Assedio;349;Psicologica;Noite;Trevo Luan Guerra, 406;ES;Isabela Lima;nan;Homem Transgenero;Homossexual;Branco;Ensino Fundamental Incompleto;Feminino
350;Discriminacao;350;Fisica;Madrugada;Recanto Marcelo da Paz, 303;XX;Luiz Gustavo Machado;8;Homem Transgenero;Bissexual;Branco;Ensino Fundamental Completo;Masculino
351;Invalido;351;Fisica;Manha;Área Levi Sales, 697;MT;Vicente Ramos;105;Mulher Cisgenero;Assexual;Negro;Ensino Fundamental Completo;Masculino
352;Outros;352;Psicologica;Noite;Passarela Maria Isis Ferreira, 449;PB;Lunna Moura;152;Homem Cisgenero;Pansexual;Pardo;Ensino Superior Incompleto;Feminino
353;Assedio;353;Patrimonial;Madrugada;Campo Mirella Melo, 497;AM;Vicente Camargo;56;Mulher Transgenero;Bissexual;Branco;Ensino Fundamental Completo;Feminino
354;Outros;354;Moral;Tarde;Favela Bianca Ramos, 128;MG;Esther da Luz;184;Homem Transgenero;Assexual;Pardo;Ensino Fundamental Completo;Masculino
355;Discriminacao;355;Sexual;Tarde;Chácara Dias, 663;MG;Raquel Pastor;nan;Homem Cisgenero;Heterossexual;Amarelo;Ensino Superior Incompleto;Masculino
356;Agressao;356;Moral;Tarde;Via Duarte, 937;MS;Sra. Isabela Silveira;nan;Mulher Cisgenero;Bissexual;Indigena;Ensino Superior Completo;Masculino
357;Agressao;357;Sexual;Noite;Praia Bruna Nogueira, 750;XX;Helena Castro;24;Nao-Binario;Heterossexual;Branco;Ensino Fundamental Incompleto;Masculino
358;Discriminacao;358;Fisica;Tarde;Sítio Manuela Oliveira, 179;SC;Eloá da Paz;nan;Nao-Binario;Assexual;Negro;Ensino Fundamental Incompleto;Masculino
359;Assedio;359;Moral;Manha;Praia Vitor Viana, 78;MT;Dra. Alexia Sales;84;Homem Cisgenero;Heterossexual;Negro;Pos-graduacao;Feminino
360;Invalido;360;Patrimonial;Noite;Viaduto de Vargas, 740;ES;Larissa Lopes;104;Mulher Transgenero;Pansexual;Amarelo;Ensino Medio Incompleto;Masculino
361;Outros;361;Sexual;Madrugada;Distrito Aragão, 600;XX;Lucas Albuquerque;22;Homem Cisgenero;Homossexual;Indigena;Ensino Medio Completo;Feminino
362;;362;Moral;Manha;;;;106;;;;;
363;Discriminacao;363;Moral;Manha;Lagoa Agatha Mendonça, 556;MG;Ayla Gomes;151;Mulher Cisgenero;Pansexual;Pardo;Pos-graduacao;Masculino
364;Invalido;364;Psicologica;Manha;Pátio Camargo, 892;DF;Dr. José Pedro Machado;6;Mulher Transgenero;Homossexual;Pardo;Ensino Fundamental Completo;Masculino
365;Invalido;365;Fisica;Tarde;Passarela Nogueira, 306;ES;Anna Liz Macedo;96;Mulher Transgenero;Homossexual;Amarelo;Ensino Fundamental Incompleto;Masculino
366;Discriminacao;366;Psicologica;Tarde;Colônia de Fernandes, 229;AC;Cauã Barbosa;142;Mulher Transgenero;Assexual;Amarelo;Ensino Medio Incompleto;Masculino
367;Discriminacao;367;Sexual;Tarde;Praia Heloisa Oliveira, 211;BA;Maria Julia das Neves;79;Mulher Cisgenero;Heterossexual;Indigena;Ensino Fundamental Incompleto;Masculino
368;Outros;368;Psicologica;Noite;Viela de das Neves, 570;PI;Sr. Paulo Campos;107;Mulher Transgenero;Assexual;Amarelo;Ensino Medio Incompleto;Masculino
369;Discriminacao;369;Psicologica;Tarde;Pátio Guerra, 301;XX;Sra. Rebeca Oliveira;48;Homem Cisgenero;Heterossexual;Negro;Pos-graduacao;Feminino
370;Discriminacao;370;Fisica;Tarde;Quadra Pimenta, 729;SC;Erick Marques;nan;Mulher Cisgenero;Bissexual;Branco;Ensino Fundamental Incompleto;Masculino
371;;371;Psicologica;Manha;;;;68;;;;;
