"ID";"TipoDenuncia";"IDViolencia";"TipoViolencia";"PeriodoDia";"Endereco";"Estado";"Nome";"Idade";"IdentidadeGenero";"OrientacaoSexual";"Etnia";"Escolaridade";"GeneroBiologico"
365;"assedio";365;"moral";"tarde";"quadra de moreira, 310";"pe";"yan da cruz";86;"mulher cisgenero";"pansexual";"amarelo";"pos-graduacao";"feminino"
366;"outros";366;"fisica";"madrugada";"vale maria eduarda abreu, 526";"rj";"ana vitoria pastor";89;"homem cisgenero";"bissexual";"negro";"ensino medio completo";"masculino"
367;"violencia domestica";367;"patrimonial";"tarde";"avenida sousa, 848";"ce";"pedro henrique montenegro";92;"mulher transgenero";"pansexual";"branco";"ensino medio incompleto";"masculino"
369;"violencia domestica";369;"psicologica";"madrugada";"aeroporto de costela, 653";"es";"helena sampaio";56;"homem transgenero";"heterossexual";"pardo";"ensino medio completo";"feminino"
371;"discriminacao";371;"psicologica";"tarde";"estacao de melo, 296";"se";"daniel montenegro";39;"homem transgenero";"homossexual";"negro";"ensino fundamental incompleto";"feminino"
372;"violencia domestica";372;"psicologica";"noite";"esplanada felipe novais, 462";"ac";"davi lucas cavalcanti";25;"mulher transgenero";"heterossexual";"amarelo";"ensino superior completo";"masculino"
374;"agressao";374;"patrimonial";"madrugada";"parque ribeiro, 70";"pr";"julia da luz";62;"mulher transgenero";"bissexual";"indigena";"pos-graduacao";"masculino"
378;"agressao";378;"moral";"madrugada";"ladeira brayan lopes, 827";"es";"maria sophia moreira";55;"homem transgenero";"assexual";"amarelo";"ensino medio completo";"feminino"
379;"discriminacao";379;"fisica";"madrugada";"travessa yago oliveira, 193";"df";"zoe ribeiro";30;"homem transgenero";"pansexual";"indigena";"ensino medio incompleto";"feminino"
381;"assedio";381;"sexual";"noite";"lagoa de fernandes, 289";"go";"enzo gabriel farias";14;"homem cisgenero";"assexual";"indigena";"ensino superior incompleto";"masculino"
382;"discriminacao";382;"psicologica";"manha";"praca camargo, 752";"df";"benicio oliveira";57;"homem cisgenero";"assexual";"branco";"ensino medio incompleto";"masculino"
384;"violencia domestica";384;"fisica";"manha";"aeroporto brayan azevedo, 449";"am";"ian correia";97;"homem cisgenero";"homossexual";"amarelo";"ensino superior incompleto";"masculino"
385;"discriminacao";385;"patrimonial";"noite";"estrada beatriz castro, 187";"rr";"luiz henrique cirino";42;"nao-binario";"bissexual";"branco";"ensino superior incompleto";"masculino"
386;"discriminacao";386;"fisica";"manha";"travessa renan nunes, 479";"pb";"nina albuquerque";90;"homem cisgenero";"pansexual";"indigena";"ensino superior completo";"masculino"
387;"discriminacao";387;"patrimonial";"manha";"condominio laura da rosa, 561";"df";"henrique rios";80;"mulher cisgenero";"homossexual";"negro";"ensino superior completo";"feminino"
388;"discriminacao";388;"sexual";"madrugada";"sitio de dias, 343";"sc";"joao guilherme da rosa";10;"nao-binario";"pansexual";"amarelo";"ensino superior incompleto";"feminino"
390;"discriminacao";390;"sexual";"noite";"jardim maria laura da cruz, 555";"mg";"ana laura almeida";55;"mulher transgenero";"homossexual";"negro";"ensino medio completo";"masculino"
392;"outros";392;"fisica";"manha";"passarela cirino, 919";"pi";"pedro henrique pinto";55;"homem transgenero";"homossexual";"indigena";"ensino superior completo";"feminino"
394;"violencia domestica";394;"sexual";"tarde";"area diogo sousa, 518";"ba";"arthur gabriel pereira";90;"nao-binario";"homossexual";"branco";"pos-graduacao";"masculino"
397;"agressao";397;"patrimonial";"madrugada";"setor de moraes, 737";"am";"carlos eduardo campos";55;"homem transgenero";"heterossexual";"amarelo";"ensino fundamental completo";"feminino"
398;"assedio";398;"sexual";"noite";"trevo de silveira, 42";"pa";"melina oliveira";10;"homem cisgenero";"heterossexual";"pardo";"ensino superior completo";"masculino"
400;"assedio";400;"sexual";"noite";"fazenda olivia cavalcante, 181";"rr";"bernardo almeida";81;"mulher cisgenero";"heterossexual";"negro";"ensino superior completo";"feminino"
402;"outros";402;"sexual";"tarde";"ladeira guerra, 844";"pe";"mirella da costa";13;"homem cisgenero";"heterossexual";"pardo";"ensino medio completo";"masculino"
403;"violencia domestica";403;"patrimonial";"noite";"avenida maria flor camargo, 1000";"pb";"breno dias";27;"homem cisgenero";"heterossexual";"amarelo";"ensino superior incompleto";"masculino"
406;"outros";406;"sexual";"manha";"trevo rios, 84";"pi";"vitor cardoso";58;"mulher transgenero";"pansexual";"indigena";"ensino superior completo";"masculino"
411;"agressao";411;"sexual";"noite";"passarela de abreu, 390";"es";"maria fernanda cunha";61;"mulher cisgenero";"homossexual";"branco";"ensino medio completo";"feminino"
413;"violencia domestica";413;"moral";"madrugada";"trevo de da luz, 487";"rj";"zoe rocha";37;"nao-binario";"homossexual";"negro";"ensino superior incompleto";"masculino"
414;"violencia domestica";414;"sexual";"manha";"patio de da mota, 734";"ba";"gustavo henrique brito";55;"mulher cisgenero";"heterossexual";"pardo";"ensino superior completo";"feminino"
420;"discriminacao";420;"fisica";"manha";"conjunto camargo, 242";"ro";"maria flor fogaca";20;"homem transgenero";"heterossexual";"indigena";"pos-graduacao";"feminino"
421;"outros";421;"patrimonial";"tarde";"ladeira de das neves, 352";"pi";"arthur pinto";29;"homem transgenero";"bissexual";"pardo";"ensino medio completo";"feminino"
424;"discriminacao";424;"moral";"tarde";"distrito teixeira, 780";"ba";"bento oliveira";35;"nao-binario";"assexual";"amarelo";"ensino superior completo";"feminino"
427;"discriminacao";427;"moral";"manha";"alameda alana ribeiro, 216";"mg";"benjamim caldeira";75;"homem transgenero";"assexual";"branco";"pos-graduacao";"feminino"
429;"discriminacao";429;"fisica";"noite";"vereda ferreira, 777";"rn";"rhavi duarte";75;"mulher transgenero";"homossexual";"branco";"ensino superior completo";"masculino"
432;"agressao";432;"moral";"manha";"nucleo lavinia fonseca, 460";"pe";"ryan novais";63;"mulher cisgenero";"pansexual";"indigena";"ensino fundamental completo";"feminino"
436;"outros";436;"fisica";"tarde";"vale rios, 704";"go";"pedro miguel jesus";48;"mulher cisgenero";"heterossexual";"branco";"ensino medio incompleto";"feminino"
437;"outros";437;"moral";"madrugada";"morro de novais, 168";"rn";"juliana alves";55;"mulher transgenero";"heterossexual";"negro";"ensino fundamental incompleto";"masculino"
440;"violencia domestica";440;"moral";"tarde";"lago vicente vieira, 53";"to";"yuri cirino";94;"homem transgenero";"heterossexual";"branco";"ensino fundamental completo";"feminino"
442;"agressao";442;"patrimonial";"noite";"residencial da mata, 558";"mt";"ravy carvalho";21;"nao-binario";"bissexual";"pardo";"ensino medio completo";"masculino"
443;"agressao";443;"patrimonial";"madrugada";"setor isabela caldeira, 381";"se";"eduardo nascimento";39;"homem transgenero";"pansexual";"pardo";"pos-graduacao";"feminino"
447;"assedio";447;"sexual";"madrugada";"jardim marcela casa grande, 828";"pr";"matteo pastor";55;"mulher transgenero";"bissexual";"pardo";"ensino medio incompleto";"masculino"
449;"assedio";449;"patrimonial";"tarde";"morro de moraes, 454";"am";"yago farias";66;"mulher cisgenero";"pansexual";"amarelo";"ensino superior incompleto";"feminino"
454;"assedio";454;"fisica";"manha";"loteamento de novaes, 253";"ba";"fernanda marques";20;"nao-binario";"bissexual";"branco";"ensino superior completo";"feminino"
455;"assedio";455;"psicologica";"tarde";"setor sa, 238";"mg";"joao gabriel da paz";96;"nao-binario";"heterossexual";"negro";"pos-graduacao";"feminino"
456;"assedio";456;"patrimonial";"manha";"vale goncalves, 677";"pi";"kamilly rezende";65;"mulher transgenero";"heterossexual";"amarelo";"ensino fundamental incompleto";"masculino"
457;"violencia domestica";457;"fisica";"tarde";"rua de sa, 464";"am";"olivia novaes";52;"nao-binario";"homossexual";"indigena";"ensino medio incompleto";"masculino"
459;"assedio";459;"moral";"tarde";"quadra ramos, 955";"mt";"lorena silva";55;"homem cisgenero";"assexual";"amarelo";"ensino superior incompleto";"masculino"
460;"violencia domestica";460;"psicologica";"manha";"praia maysa aragao, 961";"rs";"caroline barros";25;"homem transgenero";"homossexual";"indigena";"ensino superior incompleto";"feminino"
462;"outros";462;"psicologica";"noite";"estacao maria sophia correia, 674";"pr";"maria luiza ferreira";83;"nao-binario";"assexual";"pardo";"pos-graduacao";"masculino"
464;"outros";464;"moral";"madrugada";"aeroporto da costa, 757";"am";"mirella fernandes";55;"nao-binario";"bissexual";"negro";"ensino fundamental incompleto";"feminino"
467;"discriminacao";467;"moral";"tarde";"rodovia leticia pereira, 189";"rs";"pedro da mota";30;"nao-binario";"homossexual";"amarelo";"ensino fundamental completo";"feminino"
468;"agressao";468;"sexual";"madrugada";"vale maria julia aragao, 751";"es";"julia carvalho";22;"mulher transgenero";"bissexual";"branco";"ensino medio incompleto";"masculino"
469;"agressao";469;"psicologica";"noite";"viaduto jose duarte, 107";"pr";"larissa oliveira";77;"mulher transgenero";"assexual";"amarelo";"ensino superior incompleto";"masculino"
470;"outros";470;"psicologica";"madrugada";"rua aurora aparecida, 898";"pa";"marcela souza";55;"mulher transgenero";"homossexual";"amarelo";"ensino medio incompleto";"masculino"
473;"agressao";473;"moral";"manha";"jardim amanda azevedo, 67";"rs";"davi lucca sales";64;"nao-binario";"pansexual";"indigena";"ensino medio incompleto";"masculino"
476;"assedio";476;"moral";"tarde";"esplanada azevedo, 735";"sc";"caua guerra";38;"mulher transgenero";"pansexual";"amarelo";"ensino fundamental completo";"masculino"
477;"outros";477;"fisica";"madrugada";"estrada allana abreu, 318";"mg";"sofia farias";88;"mulher transgenero";"heterossexual";"indigena";"ensino fundamental completo";"masculino"
478;"violencia domestica";478;"patrimonial";"noite";"avenida jesus, 700";"pi";"luigi nascimento";73;"homem transgenero";"assexual";"amarelo";"ensino superior completo";"feminino"
479;"agressao";479;"moral";"manha";"trevo da cruz, 959";"al";"andre vargas";55;"homem transgenero";"bissexual";"branco";"ensino medio incompleto";"feminino"
481;"outros";481;"sexual";"madrugada";"residencial ramos, 771";"pi";"luigi melo";56;"mulher transgenero";"heterossexual";"indigena";"ensino fundamental completo";"masculino"
483;"outros";483;"patrimonial";"tarde";"via maria flor peixoto, 28";"es";"luiza goncalves";27;"mulher transgenero";"heterossexual";"pardo";"ensino fundamental completo";"masculino"
486;"discriminacao";486;"patrimonial";"noite";"sitio cunha, 93";"rj";"pietro caldeira";55;"mulher cisgenero";"bissexual";"pardo";"ensino fundamental incompleto";"feminino"
487;"discriminacao";487;"fisica";"tarde";"via manuella fonseca, 20";"pi";"bruna silveira";68;"nao-binario";"assexual";"negro";"ensino medio completo";"feminino"
488;"discriminacao";488;"psicologica";"noite";"condominio ana vitoria moreira, 179";"se";"lucas teixeira";55;"nao-binario";"assexual";"amarelo";"ensino medio completo";"feminino"
490;"agressao";490;"moral";"tarde";"ladeira de da costa, 563";"ma";"caue novais";55;"nao-binario";"heterossexual";"indigena";"ensino superior completo";"masculino"
493;"violencia domestica";493;"sexual";"tarde";"condominio de costa, 289";"sp";"joao vitor viana";24;"mulher transgenero";"pansexual";"indigena";"ensino superior completo";"masculino"
494;"agressao";494;"psicologica";"tarde";"morro camargo, 990";"pr";"camila camargo";73;"mulher transgenero";"assexual";"negro";"ensino superior incompleto";"masculino"
496;"assedio";496;"fisica";"madrugada";"sitio mendonca, 124";"ac";"benicio sales";55;"mulher transgenero";"pansexual";"negro";"ensino superior completo";"masculino"
497;"discriminacao";497;"fisica";"manha";"aeroporto ana julia fernandes, 693";"df";"heitor moreira";86;"nao-binario";"assexual";"indigena";"ensino medio incompleto";"masculino"
498;"assedio";498;"psicologica";"manha";"esplanada de rodrigues, 539";"to";"catarina teixeira";55;"homem cisgenero";"heterossexual";"pardo";"pos-graduacao";"masculino"
502;"discriminacao";502;"psicologica";"tarde";"area maria eduarda vargas, 726";"pa";"lorenzo jesus";53;"mulher transgenero";"assexual";"amarelo";"ensino fundamental completo";"masculino"
504;"outros";504;"fisica";"tarde";"esplanada de correia, 9";"rs";"sofia sa";57;"homem cisgenero";"bissexual";"amarelo";"ensino medio incompleto";"masculino"
507;"assedio";507;"fisica";"manha";"vale nascimento, 889";"ro";"joao castro";73;"homem cisgenero";"assexual";"amarelo";"pos-graduacao";"masculino"
510;"violencia domestica";510;"moral";"manha";"loteamento ribeiro, 322";"pr";"pedro lucas peixoto";67;"homem cisgenero";"pansexual";"amarelo";"ensino medio completo";"masculino"
512;"assedio";512;"fisica";"madrugada";"nucleo aparecida, 223";"pb";"jose miguel araujo";49;"mulher transgenero";"assexual";"branco";"ensino superior completo";"masculino"
515;"discriminacao";515;"sexual";"noite";"rua de leao, 683";"mg";"agatha aragao";81;"nao-binario";"homossexual";"branco";"ensino medio incompleto";"masculino"
516;"discriminacao";516;"patrimonial";"madrugada";"favela thomas viana, 18";"rj";"zoe mendonca";33;"homem cisgenero";"bissexual";"indigena";"ensino medio completo";"masculino"
517;"outros";517;"psicologica";"tarde";"ladeira jose pedro souza, 23";"se";"clarice vieira";55;"homem transgenero";"homossexual";"indigena";"pos-graduacao";"feminino"
521;"assedio";521;"fisica";"manha";"sitio maya garcia, 300";"to";"oliver nogueira";55;"homem transgenero";"pansexual";"branco";"ensino superior incompleto";"feminino"
522;"assedio";522;"moral";"madrugada";"viaduto de da rocha, 37";"pe";"kamilly rezende";10;"homem transgenero";"homossexual";"indigena";"ensino superior incompleto";"feminino"
526;"outros";526;"patrimonial";"madrugada";"campo de campos, 717";"to";"joao miguel costela";36;"nao-binario";"homossexual";"amarelo";"ensino fundamental completo";"masculino"
527;"outros";527;"moral";"manha";"largo daniela alves, 762";"rr";"marcos vinicius rios";34;"nao-binario";"heterossexual";"pardo";"ensino superior completo";"masculino"
528;"agressao";528;"moral";"madrugada";"area casa grande, 800";"rn";"bella cirino";53;"mulher cisgenero";"pansexual";"indigena";"ensino fundamental incompleto";"feminino"
530;"assedio";530;"patrimonial";"tarde";"morro de castro, 206";"ce";"miguel fernandes";55;"mulher cisgenero";"homossexual";"indigena";"ensino superior incompleto";"feminino"
531;"agressao";531;"patrimonial";"noite";"feira fogaca, 403";"pb";"caleb carvalho";96;"homem transgenero";"assexual";"pardo";"ensino fundamental completo";"feminino"
534;"violencia domestica";534;"sexual";"madrugada";"setor goncalves, 58";"pa";"alexandre novaes";51;"homem transgenero";"pansexual";"pardo";"ensino fundamental completo";"feminino"
535;"discriminacao";535;"patrimonial";"tarde";"conjunto isis da paz, 826";"es";"benjamim andrade";39;"mulher transgenero";"bissexual";"indigena";"ensino fundamental incompleto";"masculino"
538;"outros";538;"fisica";"manha";"conjunto de da mota, 210";"ma";"amanda cunha";78;"mulher cisgenero";"bissexual";"amarelo";"ensino medio completo";"feminino"
539;"discriminacao";539;"patrimonial";"noite";"esplanada lucas silveira, 496";"pi";"eloa azevedo";69;"mulher cisgenero";"bissexual";"branco";"ensino fundamental incompleto";"feminino"
540;"discriminacao";540;"patrimonial";"manha";"via siqueira, 917";"am";"vitor hugo martins";73;"homem transgenero";"assexual";"indigena";"ensino superior completo";"feminino"
541;"assedio";541;"sexual";"madrugada";"condominio de ferreira, 284";"to";"melina alves";73;"homem cisgenero";"pansexual";"pardo";"pos-graduacao";"masculino"
542;"agressao";542;"sexual";"noite";"fazenda de almeida, 244";"mt";"juan da luz";47;"nao-binario";"heterossexual";"pardo";"ensino medio completo";"masculino"
543;"discriminacao";543;"patrimonial";"tarde";"via lopes, 966";"ce";"thomas carvalho";90;"mulher transgenero";"bissexual";"branco";"pos-graduacao";"masculino"
544;"discriminacao";544;"fisica";"madrugada";"ladeira maria cecilia ribeiro, 887";"ms";"antony duarte";55;"nao-binario";"bissexual";"negro";"ensino fundamental completo";"masculino"
547;"assedio";547;"sexual";"manha";"campo davi miguel pires, 58";"am";"josue moura";42;"mulher transgenero";"assexual";"indigena";"ensino fundamental completo";"masculino"
548;"violencia domestica";548;"psicologica";"manha";"passarela de brito, 490";"am";"olivia brito";82;"mulher cisgenero";"bissexual";"indigena";"ensino fundamental completo";"feminino"
549;"agressao";549;"moral";"madrugada";"vale diego peixoto, 577";"es";"ana cecilia monteiro";42;"homem cisgenero";"homossexual";"indigena";"ensino medio completo";"masculino"
551;"violencia domestica";551;"psicologica";"manha";"recanto mathias rocha, 723";"es";"zoe ribeiro";40;"mulher transgenero";"assexual";"branco";"ensino superior incompleto";"masculino"
556;"agressao";556;"psicologica";"madrugada";"sitio de machado, 615";"pr";"augusto pires";81;"nao-binario";"heterossexual";"pardo";"pos-graduacao";"feminino"
557;"discriminacao";557;"patrimonial";"noite";"rua maria clara fogaca, 611";"am";"heloisa costa";55;"homem transgenero";"homossexual";"amarelo";"pos-graduacao";"feminino"
559;"assedio";559;"fisica";"madrugada";"favela de sa, 448";"ba";"bryan peixoto";31;"mulher cisgenero";"bissexual";"indigena";"ensino fundamental incompleto";"feminino"
560;"outros";560;"moral";"tarde";"nucleo luisa dias, 494";"pr";"valentina sampaio";34;"mulher transgenero";"pansexual";"branco";"ensino medio completo";"masculino"
561;"discriminacao";561;"fisica";"noite";"avenida marcela da rocha, 971";"go";"davi luiz barros";55;"nao-binario";"bissexual";"branco";"ensino fundamental completo";"masculino"
564;"violencia domestica";564;"sexual";"madrugada";"recanto pinto, 346";"rs";"luara martins";13;"homem transgenero";"heterossexual";"pardo";"ensino superior incompleto";"feminino"
565;"violencia domestica";565;"sexual";"noite";"travessa dante teixeira, 911";"ba";"vitoria cardoso";55;"mulher cisgenero";"homossexual";"negro";"ensino fundamental incompleto";"feminino"
569;"outros";569;"moral";"manha";"vila olivia fernandes, 878";"pr";"juliana vasconcelos";25;"homem transgenero";"pansexual";"pardo";"pos-graduacao";"feminino"
570;"agressao";570;"moral";"madrugada";"colonia de peixoto, 775";"ro";"noah da conceicao";55;"homem cisgenero";"pansexual";"pardo";"ensino medio incompleto";"masculino"
572;"agressao";572;"patrimonial";"madrugada";"trecho matteo goncalves, 456";"mt";"maria da mota";52;"mulher cisgenero";"assexual";"branco";"pos-graduacao";"feminino"
576;"assedio";576;"patrimonial";"madrugada";"lago ana julia barros, 198";"rr";"otavio jesus";95;"nao-binario";"assexual";"indigena";"ensino medio completo";"feminino"
577;"discriminacao";577;"moral";"noite";"rua cavalcante, 224";"sp";"esther cirino";55;"nao-binario";"heterossexual";"branco";"ensino fundamental completo";"masculino"
580;"agressao";580;"moral";"noite";"vereda de fernandes, 8";"se";"oliver mendonca";98;"mulher transgenero";"heterossexual";"negro";"ensino superior incompleto";"masculino"
584;"assedio";584;"fisica";"tarde";"vereda caldeira, 88";"sp";"heitor carvalho";72;"mulher cisgenero";"heterossexual";"pardo";"pos-graduacao";"feminino"
586;"agressao";586;"moral";"manha";"fazenda alves, 973";"pb";"pedro pacheco";39;"mulher cisgenero";"pansexual";"branco";"ensino superior completo";"feminino"
587;"violencia domestica";587;"moral";"madrugada";"estrada cavalcante, 193";"df";"leonardo aragao";47;"homem cisgenero";"heterossexual";"negro";"pos-graduacao";"masculino"
590;"assedio";590;"patrimonial";"manha";"favela araujo, 918";"df";"giovanna novaes";75;"homem transgenero";"bissexual";"branco";"pos-graduacao";"feminino"
593;"outros";593;"sexual";"noite";"setor santos, 339";"go";"lucas cirino";43;"mulher cisgenero";"heterossexual";"pardo";"pos-graduacao";"feminino"
596;"agressao";596;"psicologica";"madrugada";"residencial de araujo, 173";"es";"cecilia silveira";55;"mulher transgenero";"bissexual";"negro";"ensino superior incompleto";"masculino"
597;"violencia domestica";597;"psicologica";"noite";"via raquel nascimento, 365";"pb";"ana julia barros";55;"mulher cisgenero";"pansexual";"negro";"ensino fundamental incompleto";"feminino"
603;"assedio";603;"psicologica";"manha";"conjunto correia, 474";"ba";"maria eduarda pinto";100;"homem cisgenero";"bissexual";"pardo";"ensino medio incompleto";"masculino"
607;"agressao";607;"sexual";"noite";"aeroporto mirella casa grande, 520";"ce";"anna liz da rosa";34;"nao-binario";"pansexual";"negro";"ensino medio completo";"feminino"
608;"violencia domestica";608;"fisica";"tarde";"lago alana vargas, 3";"am";"zoe mendonca";54;"mulher transgenero";"homossexual";"branco";"ensino fundamental incompleto";"masculino"
610;"agressao";610;"patrimonial";"manha";"lagoa maria eduarda fogaca, 759";"df";"valentim aragao";99;"mulher transgenero";"pansexual";"negro";"ensino fundamental incompleto";"masculino"
615;"assedio";615;"sexual";"manha";"trecho aragao, 191";"ro";"thomas cardoso";29;"mulher transgenero";"heterossexual";"negro";"ensino medio incompleto";"masculino"
617;"discriminacao";617;"fisica";"madrugada";"avenida enzo gomes, 849";"go";"aurora ribeiro";82;"nao-binario";"pansexual";"amarelo";"pos-graduacao";"masculino"
618;"outros";618;"psicologica";"tarde";"praca camara, 27";"sc";"isabel camara";55;"mulher cisgenero";"assexual";"branco";"ensino medio incompleto";"feminino"
619;"agressao";619;"fisica";"tarde";"setor dante da luz, 713";"pe";"asafe castro";82;"homem cisgenero";"assexual";"indigena";"pos-graduacao";"masculino"
622;"discriminacao";622;"moral";"madrugada";"estacao ramos, 70";"ac";"caleb guerra";73;"homem cisgenero";"pansexual";"pardo";"ensino fundamental incompleto";"masculino"
623;"agressao";623;"psicologica";"manha";"praia de fernandes, 467";"sc";"luara lima";59;"mulher transgenero";"bissexual";"amarelo";"ensino fundamental completo";"masculino"
625;"discriminacao";625;"moral";"manha";"residencial de oliveira, 776";"ac";"gabrielly garcia";10;"nao-binario";"bissexual";"pardo";"ensino fundamental completo";"feminino"
626;"assedio";626;"fisica";"tarde";"trevo da rocha, 150";"to";"helena monteiro";83;"nao-binario";"assexual";"branco";"ensino medio completo";"masculino"
627;"assedio";627;"moral";"manha";"viela de pastor, 148";"ma";"beatriz costa";64;"mulher transgenero";"homossexual";"negro";"ensino superior incompleto";"masculino"
630;"violencia domestica";630;"psicologica";"noite";"patio aragao, 885";"sc";"julia moraes";58;"homem cisgenero";"heterossexual";"amarelo";"pos-graduacao";"masculino"
636;"assedio";636;"sexual";"noite";"trecho goncalves, 632";"sc";"maria vitoria silveira";66;"nao-binario";"homossexual";"pardo";"ensino superior incompleto";"feminino"
637;"violencia domestica";637;"sexual";"manha";"trecho alexandre da costa, 354";"sp";"gael freitas";55;"nao-binario";"bissexual";"branco";"ensino superior incompleto";"feminino"
643;"discriminacao";643;"sexual";"manha";"viela danilo silveira, 686";"ap";"maria sophia pimenta";88;"mulher cisgenero";"pansexual";"amarelo";"ensino superior completo";"feminino"
644;"outros";644;"patrimonial";"noite";"parque da cruz, 418";"ro";"alexandre almeida";30;"homem transgenero";"homossexual";"branco";"ensino superior incompleto";"feminino"
645;"violencia domestica";645;"moral";"noite";"passarela de casa grande, 101";"ro";"bruna marques";55;"mulher cisgenero";"homossexual";"pardo";"ensino medio completo";"feminino"
650;"assedio";650;"sexual";"noite";"quadra de da conceicao, 86";"to";"aylla souza";46;"mulher transgenero";"assexual";"amarelo";"ensino superior incompleto";"masculino"
652;"agressao";652;"sexual";"noite";"residencial erick lima, 243";"rn";"maysa da mata";55;"homem transgenero";"heterossexual";"pardo";"ensino medio incompleto";"feminino"
654;"agressao";654;"patrimonial";"tarde";"rodovia oliveira, 155";"pa";"marcos vinicius pimenta";21;"nao-binario";"homossexual";"branco";"ensino medio incompleto";"masculino"
657;"discriminacao";657;"patrimonial";"tarde";"praca gabrielly araujo, 509";"rs";"ayla almeida";55;"nao-binario";"pansexual";"amarelo";"pos-graduacao";"masculino"
659;"discriminacao";659;"moral";"madrugada";"rua lopes, 277";"am";"isaque araujo";35;"mulher cisgenero";"pansexual";"branco";"ensino fundamental completo";"feminino"
663;"discriminacao";663;"fisica";"noite";"estrada caldeira, 352";"ro";"diego rodrigues";59;"mulher transgenero";"bissexual";"negro";"ensino superior incompleto";"masculino"
664;"agressao";664;"sexual";"madrugada";"travessa maria luiza montenegro, 131";"pb";"levi oliveira";42;"homem transgenero";"homossexual";"amarelo";"ensino medio incompleto";"feminino"
668;"discriminacao";668;"psicologica";"manha";"rodovia de pinto, 619";"se";"benicio machado";79;"homem cisgenero";"pansexual";"negro";"ensino fundamental completo";"masculino"
669;"violencia domestica";669;"psicologica";"noite";"parque de porto, 340";"df";"alexia oliveira";11;"homem cisgenero";"pansexual";"pardo";"ensino superior incompleto";"masculino"
672;"assedio";672;"fisica";"manha";"esplanada de alves, 107";"to";"theodoro da costa";75;"mulher transgenero";"homossexual";"pardo";"ensino medio incompleto";"masculino"
675;"assedio";675;"patrimonial";"manha";"esplanada de azevedo, 814";"ap";"joao guilherme jesus";66;"homem transgenero";"bissexual";"branco";"ensino superior incompleto";"feminino"
676;"discriminacao";676;"moral";"manha";"passarela de barros, 709";"go";"gabriela albuquerque";54;"homem cisgenero";"pansexual";"amarelo";"pos-graduacao";"masculino"
677;"discriminacao";677;"sexual";"noite";"viela teixeira, 707";"mt";"leo teixeira";76;"nao-binario";"homossexual";"pardo";"ensino medio completo";"masculino"
678;"assedio";678;"moral";"manha";"morro mariana fogaca, 51";"ms";"ian almeida";56;"homem transgenero";"bissexual";"indigena";"ensino superior completo";"feminino"
679;"violencia domestica";679;"sexual";"tarde";"sitio de moraes, 459";"am";"pedro lucas silva";86;"mulher transgenero";"bissexual";"pardo";"ensino medio completo";"masculino"
681;"agressao";681;"fisica";"madrugada";"trecho de sousa, 653";"sp";"joao vitor das neves";28;"nao-binario";"pansexual";"branco";"ensino medio incompleto";"masculino"
683;"violencia domestica";683;"sexual";"noite";"lagoa de pinto, 120";"es";"miguel vargas";87;"mulher cisgenero";"homossexual";"indigena";"ensino fundamental completo";"feminino"
684;"agressao";684;"sexual";"madrugada";"patio liz aparecida, 359";"to";"eloa vargas";55;"mulher cisgenero";"bissexual";"pardo";"ensino superior completo";"feminino"
687;"violencia domestica";687;"psicologica";"manha";"via brenda peixoto, 53";"ro";"davi lucca campos";85;"mulher transgenero";"pansexual";"indigena";"ensino fundamental completo";"masculino"
690;"discriminacao";690;"moral";"noite";"passarela pimenta, 479";"rj";"joao guilherme dias";55;"homem cisgenero";"pansexual";"negro";"ensino superior incompleto";"masculino"
692;"assedio";692;"patrimonial";"madrugada";"chacara de pacheco, 741";"ma";"pietro cassiano";29;"nao-binario";"pansexual";"negro";"ensino fundamental incompleto";"feminino"
694;"assedio";694;"patrimonial";"tarde";"aeroporto yuri da mota, 569";"df";"igor mendonca";77;"nao-binario";"heterossexual";"negro";"ensino superior completo";"masculino"
697;"discriminacao";697;"fisica";"noite";"area da mata, 517";"am";"maria fernanda rezende";36;"mulher transgenero";"pansexual";"negro";"pos-graduacao";"masculino"
700;"assedio";700;"sexual";"manha";"rua thomas teixeira, 327";"mt";"bianca da mota";100;"homem transgenero";"bissexual";"negro";"ensino fundamental incompleto";"feminino"
707;"agressao";707;"psicologica";"madrugada";"trevo pietro porto, 579";"mt";"lara macedo";51;"homem transgenero";"bissexual";"amarelo";"ensino superior completo";"feminino"
708;"outros";708;"patrimonial";"noite";"nucleo cavalcanti, 382";"es";"antony dias";30;"mulher transgenero";"pansexual";"indigena";"ensino superior completo";"masculino"
710;"outros";710;"patrimonial";"tarde";"estrada yago martins, 383";"ap";"bella mendonca";55;"homem cisgenero";"bissexual";"pardo";"ensino superior completo";"masculino"
713;"assedio";713;"sexual";"noite";"patio fogaca, 599";"ce";"emilly viana";55;"mulher transgenero";"assexual";"branco";"ensino superior incompleto";"masculino"
715;"assedio";715;"patrimonial";"noite";"fazenda montenegro, 191";"sp";"davi da mota";55;"mulher cisgenero";"pansexual";"pardo";"ensino fundamental incompleto";"feminino"
716;"discriminacao";716;"psicologica";"manha";"chacara jade azevedo, 609";"ba";"arthur gabriel caldeira";55;"nao-binario";"heterossexual";"amarelo";"ensino superior incompleto";"masculino"
719;"agressao";719;"psicologica";"tarde";"conjunto de caldeira, 387";"ba";"ana clara duarte";55;"homem cisgenero";"pansexual";"negro";"ensino superior completo";"masculino"
