id_denuncia;tipo_de_denuncia;id_violencia;tipo_violencia;periodo_dia;endereco;estado;nome;idade;identidade_de_genero;orientacao_sexual;etnia;escolaridade;genero_biologico
186;Outros;186;Psicologica;Noite;Residencial de Cardoso, 525;MS;Sr. José Pedro Freitas;nan;Mulher Transgenero;Bissexual;Amarelo;Ensino Fundamental Incompleto;Feminino
187;;187;Psicologica;Noite;;;;91;;;;;
188;Invalido;188;Moral;Manha;Vila de Siqueira, 189;PR;Mariana Alves;106;Mulher Transgenero;Bissexual;Pardo;Pos-graduacao;Feminino
189;Invalido;189;Fisica;Noite;Estação de Jesus, 525;RS;João Lucas das Neves;8;Mulher Cisgenero;Assexual;Branco;Pos-graduacao;Masculino
190;;190;Moral;Noite;;;;22;;;;;
191;Agressao;191;Psicologica;Manha;Passarela de Guerra, 364;AP;Agatha Novaes;108;Nao-Binario;Heterossexual;Indigena;Ensino Fundamental Incompleto;Masculino
192;Violencia Domestica;192;Fisica;Manha;Aeroporto Cavalcanti, 799;CE;João Guilherme Sá;93;Homem Cisgenero;Homossexual;Indigena;Ensino Fundamental Incompleto;Feminino
193;Assedio;193;Psicologica;Noite;Fazenda Samuel Barbosa, 993;PA;Thiago Cirino;66;Homem Transgenero;Heterossexual;Negro;Ensino Fundamental Incompleto;Masculino
194;Invalido;194;Moral;Madrugada;Colônia de das Neves, 220;MT;Dr. Gustavo Peixoto;29;Nao-Binario;Bissexual;Pardo;Ensino Medio Incompleto;Masculino
195;Invalido;195;Fisica;Tarde;Morro Dante Porto, 949;RS;Heloisa Ramos;58;Nao-Binario;Assexual;Indigena;Ensino Medio Incompleto;Feminino
196;Invalido;196;Patrimonial;Tarde;Setor Martins, 828;MA;Marcos Vinicius Rocha;14;Homem Transgenero;Bissexual;Pardo;Pos-graduacao;Feminino
197;Agressao;197;Fisica;Tarde;Área Rebeca Rezende, 323;PE;Nina Gomes;72;Homem Transgenero;Heterossexual;Amarelo;Ensino Medio Completo;Feminino
198;;198;Sexual;Madrugada;;;;49;;;;;
199;Violencia Domestica;199;Sexual;Madrugada;Quadra Joana Souza, 601;PE;Anna Liz Rocha;nan;Mulher Transgenero;Pansexual;Branco;Ensino Fundamental Incompleto;Masculino
200;Agressao;200;Sexual;Tarde;Morro Maria Luísa Duarte, 184;SC;Maria Fernanda da Costa;nan;Homem Cisgenero;Heterossexual;Amarelo;Pos-graduacao;Masculino
201;Invalido;201;Psicologica;Manha;Vila de Cassiano, 817;MS;Augusto Araújo;58;Mulher Cisgenero;Bissexual;Pardo;Ensino Superior Incompleto;Feminino
202;Outros;202;Moral;Noite;Feira Gomes, 782;AP;Dra. Nina Freitas;nan;Nao-Binario;Homossexual;Pardo;Ensino Medio Completo;Feminino
203;Invalido;203;Patrimonial;Noite;Aeroporto de Albuquerque, 281;PI;Sr. Breno Freitas;20;Mulher Cisgenero;Homossexual;Indigena;Ensino Medio Incompleto;Feminino
204;Assedio;204;Fisica;Manha;Vereda de Melo, 741;PI;Maria Cecília Novais;143;Nao-Binario;Heterossexual;Pardo;Ensino Medio Incompleto;Feminino
205;;205;Patrimonial;Noite;;;;96;;;;;
206;Invalido;206;Moral;Tarde;Praça Araújo, 916;AC;Marcelo das Neves;19;Mulher Cisgenero;Assexual;Pardo;Ensino Superior Completo;Masculino
207;Invalido;207;Psicologica;Noite;Alameda João Guilherme Cunha, 120;PR;Bento Rodrigues;29;Homem Cisgenero;Bissexual;Pardo;Ensino Medio Completo;Feminino
208;;208;Patrimonial;Noite;;;;29;;;;;
209;Violencia Domestica;209;Patrimonial;Noite;Praça Ana Beatriz Cavalcante, 619;XX;Sr. Raul Viana;41;Nao-Binario;Pansexual;Branco;Pos-graduacao;Masculino
210;Outros;210;Sexual;Noite;Praia Alves, 874;SC;Ana Julia Castro;47;Homem Transgenero;Homossexual;Indigena;Ensino Medio Incompleto;Feminino
211;Discriminacao;211;Patrimonial;Manha;Chácara Isis Câmara, 70;MT;Maria Flor Andrade;130;Homem Cisgenero;Homossexual;Pardo;Pos-graduacao;Feminino
212;Invalido;212;Patrimonial;Madrugada;Área da Mata, 928;PE;Davi Dias;73;Mulher Transgenero;Homossexual;Pardo;Ensino Medio Incompleto;Masculino
213;;213;Patrimonial;Tarde;;;;72;;;;;
214;Agressao;214;Moral;Tarde;Colônia de Siqueira, 200;XX;Antonella da Costa;39;Mulher Transgenero;Heterossexual;Pardo;Ensino Fundamental Incompleto;Masculino
215;;215;Moral;Noite;;;;40;;;;;
216;;216;Fisica;Noite;;;;50;;;;;
217;Outros;217;Patrimonial;Manha;Morro Henrique Sousa, 52;RR;Thomas da Mota;nan;Homem Cisgenero;Heterossexual;Amarelo;Ensino Medio Incompleto;Feminino
218;Outros;218;Patrimonial;Tarde;Rodovia Davi Lucca Barbosa, 636;PE;Antony Duarte;nan;Homem Transgenero;Heterossexual;Amarelo;Ensino Medio Completo;Feminino
219;Discriminacao;219;Fisica;Manha;Trevo Marcos Vinicius Novais, 486;XX;André Machado;18;Homem Transgenero;Heterossexual;Indigena;Pos-graduacao;Feminino
220;Assedio;220;Sexual;Noite;Recanto de Costa, 948;AC;João da Cruz;nan;Homem Transgenero;Pansexual;Branco;Ensino Fundamental Completo;Masculino
221;Agressao;221;Patrimonial;Manha;Sítio Albuquerque, 930;AM;Thiago Fonseca;nan;Homem Transgenero;Heterossexual;Amarelo;Ensino Medio Incompleto;Masculino
222;Discriminacao;222;Moral;Madrugada;Vila de Almeida, 965;XX;Rhavi Nogueira;16;Homem Cisgenero;Heterossexual;Indigena;Pos-graduacao;Masculino
223;Violencia Domestica;223;Sexual;Manha;Núcleo Diogo da Paz, 861;SC;Luan Albuquerque;105;Mulher Transgenero;Assexual;Branco;Pos-graduacao;Feminino
224;Discriminacao;224;Sexual;Manha;Avenida Davi Lucca Freitas, 199;XX;Emilly Santos;76;Homem Transgenero;Heterossexual;Indigena;Ensino Fundamental Completo;Feminino
225;;225;Moral;Madrugada;;;;56;;;;;
226;Invalido;226;Fisica;Madrugada;Viela Araújo, 564;AL;Carlos Eduardo Barbosa;93;Mulher Cisgenero;Assexual;Pardo;Ensino Superior Incompleto;Feminino
227;Assedio;227;Fisica;Tarde;Esplanada Erick Costa, 950;XX;José Miguel Viana;99;Homem Cisgenero;Assexual;Branco;Ensino Fundamental Completo;Feminino
228;Assedio;228;Moral;Noite;Parque de da Luz, 696;AM;Mathias da Paz;nan;Mulher Cisgenero;Heterossexual;Indigena;Ensino Fundamental Incompleto;Feminino
229;Outros;229;Psicologica;Tarde;Condomínio Sophie Ramos, 100;PR;Dr. João Vitor Vieira;12;Mulher Transgenero;Homossexual;Pardo;Ensino Fundamental Incompleto;Masculino
230;;230;Fisica;Tarde;;;;45;;;;;
231;;231;Patrimonial;Madrugada;;;;29;;;;;
232;Discriminacao;232;Moral;Manha;Vereda Julia Andrade, 701;RN;Nicolas Porto;15;Homem Cisgenero;Bissexual;Branco;Ensino Medio Incompleto;Feminino
233;;233;Patrimonial;Madrugada;;;;100;;;;;
234;Violencia Domestica;234;Psicologica;Manha;Conjunto de Gonçalves, 354;XX;Melissa Andrade;90;Nao-Binario;Pansexual;Branco;Ensino Superior Incompleto;Masculino
235;Agressao;235;Psicologica;Noite;Vale de Machado, 226;RR;Dr. Erick Montenegro;33;Nao-Binario;Homossexual;Indigena;Ensino Medio Incompleto;Feminino
236;Agressao;236;Fisica;Madrugada;Praça Olívia Jesus, 589;RS;Ágatha Silveira;nan;Nao-Binario;Heterossexual;Negro;Ensino Medio Completo;Feminino
237;Outros;237;Psicologica;Madrugada;Trecho de da Cruz, 308;XX;Daniela Souza;33;Mulher Transgenero;Homossexual;Pardo;Ensino Fundamental Completo;Masculino
238;Violencia Domestica;238;Patrimonial;Tarde;Via Carolina Pereira, 780;XX;Renan Andrade;12;Nao-Binario;Assexual;Indigena;Ensino Medio Completo;Feminino
239;;239;Fisica;Madrugada;;;;106;;;;;
240;Assedio;240;Sexual;Manha;Passarela Marcos Vinicius Vieira, 227;XX;Isabelly da Mata;67;Homem Cisgenero;Pansexual;Amarelo;Pos-graduacao;Feminino
241;;241;Moral;Manha;;;;22;;;;;
242;Invalido;242;Sexual;Manha;Alameda de Mendes, 864;MT;Enrico Sá;86;Mulher Cisgenero;Bissexual;Negro;Ensino Superior Incompleto;Feminino
243;;243;Psicologica;Noite;;;;86;;;;;
244;;244;Fisica;Madrugada;;;;26;;;;;
245;Discriminacao;245;Fisica;Madrugada;Quadra Catarina Rodrigues, 157;RR;Antony Vargas;23;Mulher Transgenero;Pansexual;Indigena;Ensino Fundamental Incompleto;Feminino
246;Outros;246;Psicologica;Tarde;Trecho de da Luz, 999;XX;Dr. Gustavo Henrique Andrade;22;Nao-Binario;Assexual;Amarelo;Ensino Medio Completo;Masculino
247;Invalido;247;Fisica;Noite;Distrito Heloísa Melo, 828;CE;Raquel da Mata;81;Mulher Cisgenero;Pansexual;Pardo;Ensino Medio Completo;Masculino
248;Discriminacao;248;Fisica;Madrugada;Trecho de Barros, 490;DF;Aylla Martins;6;Mulher Cisgenero;Heterossexual;Indigena;Ensino Superior Completo;Feminino
249;;249;Fisica;Madrugada;;;;56;;;;;
250;Outros;250;Fisica;Manha;Travessa Silva, 53;PE;Dra. Kamilly da Costa;nan;Homem Transgenero;Pansexual;Amarelo;Ensino Medio Incompleto;Feminino
251;;251;Patrimonial;Tarde;;;;55;;;;;
252;Violencia Domestica;252;Sexual;Madrugada;Avenida de Pinto, 902;XX;Nina Almeida;110;Mulher Transgenero;Heterossexual;Amarelo;Ensino Superior Incompleto;Feminino
253;;253;Fisica;Tarde;;;;81;;;;;
254;Violencia Domestica;254;Fisica;Madrugada;Chácara Evelyn Silva, 146;MA;Ravi Lucca Costa;87;Homem Transgenero;Assexual;Indigena;Ensino Medio Completo;Masculino
255;Outros;255;Fisica;Madrugada;Fazenda Valentina Aparecida, 163;GO;Davi Miguel Cavalcanti;30;Homem Cisgenero;Pansexual;Branco;Pos-graduacao;Masculino
256;Outros;256;Moral;Manha;Largo de Machado, 175;RN;Antônio Aparecida;58;Nao-Binario;Assexual;Branco;Pos-graduacao;Masculino
257;Agressao;257;Psicologica;Madrugada;Campo de Farias, 13;PI;Dr. Vinícius Dias;94;Mulher Cisgenero;Homossexual;Branco;Ensino Medio Completo;Masculino
258;Discriminacao;258;Psicologica;Madrugada;Área Augusto Mendes, 950;GO;Emanuella Siqueira;29;Mulher Cisgenero;Assexual;Amarelo;Ensino Superior Incompleto;Feminino
259;;259;Psicologica;Manha;;;;21;;;;;
260;Violencia Domestica;260;Moral;Manha;Distrito Borges, 351;RR;Olívia Silveira;nan;Mulher Cisgenero;Heterossexual;Amarelo;Ensino Fundamental Incompleto;Feminino
261;Agressao;261;Patrimonial;Madrugada;Colônia Rodrigues, 989;PI;Eduardo Vargas;106;Homem Transgenero;Heterossexual;Indigena;Ensino Fundamental Incompleto;Masculino
262;Invalido;262;Sexual;Noite;Condomínio de Silveira, 209;MA;Davi Lucas Pimenta;24;Nao-Binario;Homossexual;Amarelo;Ensino Fundamental Incompleto;Masculino
263;;263;Fisica;Noite;;;;63;;;;;
264;;264;Psicologica;Manha;;;;52;;;;;
265;;265;Patrimonial;Noite;;;;65;;;;;
266;Outros;266;Psicologica;Madrugada;Viela Campos, 953;PI;Jade Camargo;125;Homem Transgenero;Heterossexual;Negro;Ensino Superior Completo;Masculino
267;;267;Sexual;Madrugada;;;;8;;;;;
268;Outros;268;Fisica;Tarde;Fazenda Souza, 655;XX;Guilherme Marques;32;Mulher Cisgenero;Pansexual;Pardo;Ensino Medio Completo;Feminino
269;Outros;269;Moral;Tarde;Lago Sophia Montenegro, 865;AM;Melissa das Neves;nan;Homem Cisgenero;Assexual;Branco;Ensino Fundamental Completo;Masculino
270;Assedio;270;Sexual;Tarde;Avenida Viana, 415;ES;Gabriela Martins;2;Homem Transgenero;Pansexual;Negro;Pos-graduacao;Masculino
271;;271;Sexual;Noite;;;;90;;;;;
272;Invalido;272;Patrimonial;Tarde;Feira Liam Gomes, 201;DF;Ana Vitória Fonseca;52;Nao-Binario;Pansexual;Amarelo;Ensino Fundamental Completo;Feminino
273;;273;Fisica;Manha;;;;51;;;;;
274;Assedio;274;Psicologica;Madrugada;Passarela Mendonça, 377;GO;Cauã Leão;nan;Mulher Transgenero;Pansexual;Pardo;Ensino Superior Incompleto;Feminino
275;Outros;275;Moral;Noite;Morro de da Rocha, 660;BA;Ravi Cardoso;76;Homem Transgenero;Bissexual;Indigena;Ensino Fundamental Completo;Masculino
276;Invalido;276;Psicologica;Tarde;Fazenda Nunes, 870;RS;Maria Júlia Sales;65;Homem Cisgenero;Homossexual;Branco;Ensino Medio Completo;Masculino
277;Agressao;277;Fisica;Manha;Campo Almeida, 358;SE;Dr. Miguel Pastor;94;Homem Transgenero;Assexual;Amarelo;Ensino Medio Completo;Feminino
278;Assedio;278;Fisica;Tarde;Recanto Araújo, 342;MS;Evelyn Albuquerque;nan;Mulher Cisgenero;Bissexual;Amarelo;Ensino Superior Incompleto;Feminino
279;Discriminacao;279;Psicologica;Madrugada;Chácara de Rios, 559;PI;Calebe Montenegro;57;Mulher Transgenero;Assexual;Negro;Ensino Superior Incompleto;Feminino
280;Assedio;280;Moral;Tarde;Ladeira de Macedo, 340;SE;Gabriel da Mata;nan;Mulher Cisgenero;Homossexual;Amarelo;Ensino Fundamental Completo;Masculino
281;Agressao;281;Fisica;Manha;Sítio Davi Miguel Rios, 812;SE;Ana Cecília Araújo;25;Homem Cisgenero;Pansexual;Negro;Ensino Medio Incompleto;Feminino
282;Invalido;282;Psicologica;Manha;Via Fernando Machado, 69;RJ;Matteo Guerra;102;Mulher Transgenero;Pansexual;Negro;Ensino Medio Completo;Masculino
283;Discriminacao;283;Patrimonial;Tarde;Lago Kevin Gonçalves, 561;GO;Levi da Cruz;74;Mulher Cisgenero;Heterossexual;Pardo;Pos-graduacao;Feminino
284;Outros;284;Psicologica;Tarde;Trecho Maria Liz Albuquerque, 2;XX;Camila Gomes;98;Homem Cisgenero;Pansexual;Negro;Ensino Fundamental Completo;Feminino
285;Outros;285;Psicologica;Noite;Pátio de Sales, 549;XX;Ana Vitória Oliveira;73;Mulher Cisgenero;Bissexual;Indigena;Ensino Fundamental Incompleto;Feminino
286;Discriminacao;286;Fisica;Noite;Vereda Barros, 809;PI;Ana Luiza da Luz;29;Nao-Binario;Bissexual;Amarelo;Ensino Superior Completo;Masculino
287;Discriminacao;287;Moral;Tarde;Lagoa de Araújo, 976;SE;Sr. Davi Miguel Mendes;nan;Mulher Transgenero;Pansexual;Indigena;Ensino Superior Completo;Feminino
288;Invalido;288;Patrimonial;Tarde;Loteamento Yago Garcia, 32;AC;Dra. Helena Camargo;78;Mulher Transgenero;Assexual;Negro;Ensino Superior Completo;Masculino
289;Outros;289;Fisica;Madrugada;Recanto de Castro, 828;BA;Mariane Ferreira;58;Homem Transgenero;Heterossexual;Indigena;Ensino Fundamental Incompleto;Feminino
290;Discriminacao;290;Moral;Tarde;Pátio Pacheco, 614;RJ;Sra. Zoe Melo;194;Homem Transgenero;Assexual;Pardo;Ensino Superior Completo;Masculino
291;Discriminacao;291;Sexual;Tarde;Residencial de Aparecida, 275;DF;Sra. Clara Mendes;110;Nao-Binario;Bissexual;Negro;Ensino Medio Incompleto;Feminino
292;Discriminacao;292;Fisica;Tarde;Morro Silva, 318;RR;João Vitor Ribeiro;nan;Homem Cisgenero;Pansexual;Pardo;Ensino Medio Completo;Masculino
293;Agressao;293;Moral;Madrugada;Morro Alexandre Freitas, 554;BA;Dra. Ágatha Castro;nan;Mulher Cisgenero;Pansexual;Negro;Ensino Medio Incompleto;Feminino
294;Discriminacao;294;Sexual;Madrugada;Recanto de Ramos, 952;ES;Noah Gonçalves;58;Homem Transgenero;Homossexual;Negro;Ensino Fundamental Completo;Masculino
295;;295;Moral;Noite;;;;16;;;;;
296;Agressao;296;Patrimonial;Tarde;Trecho Vinicius Cirino, 512;PR;Heloísa Araújo;29;Nao-Binario;Bissexual;Pardo;Ensino Superior Completo;Feminino
297;Outros;297;Sexual;Manha;Estação de Pacheco, 952;SE;Dra. Isadora Sá;69;Mulher Cisgenero;Heterossexual;Amarelo;Ensino Medio Completo;Masculino
298;Outros;298;Patrimonial;Manha;Rodovia Vitória Vargas, 542;DF;Sr. Vitor Hugo Pereira;80;Mulher Cisgenero;Bissexual;Branco;Ensino Medio Incompleto;Feminino
299;Outros;299;Patrimonial;Noite;Passarela de Araújo, 125;SE;Kaique Mendonça;70;Mulher Transgenero;Assexual;Indigena;Ensino Medio Incompleto;Feminino
300;Agressao;300;Moral;Tarde;Vila Gabrielly da Cruz, 522;XX;Felipe da Costa;100;Mulher Cisgenero;Pansexual;Amarelo;Ensino Medio Incompleto;Feminino
301;Assedio;301;Psicologica;Madrugada;Feira Rocha, 790;DF;Maria Alice Mendonça;82;Homem Transgenero;Assexual;Amarelo;Ensino Superior Incompleto;Masculino
302;Violencia Domestica;302;Moral;Noite;Condomínio Beatriz Gomes, 148;XX;Dra. Lunna Pires;50;Mulher Cisgenero;Homossexual;Indigena;Ensino Medio Completo;Masculino
303;Agressao;303;Psicologica;Noite;Área de Pastor, 669;ES;Valentim Camargo;82;Homem Transgenero;Heterossexual;Indigena;Pos-graduacao;Feminino
304;Invalido;304;Sexual;Manha;Lago Mendes, 642;RN;Sra. Ana Júlia Camargo;55;Homem Cisgenero;Homossexual;Amarelo;Ensino Medio Completo;Masculino
305;Assedio;305;Psicologica;Manha;Conjunto Noah Fogaça, 713;XX;Aurora Silva;49;Homem Cisgenero;Homossexual;Negro;Ensino Medio Completo;Masculino
306;Violencia Domestica;306;Sexual;Manha;Trecho Peixoto, 739;XX;Yasmin Gonçalves;20;Nao-Binario;Heterossexual;Negro;Ensino Fundamental Incompleto;Feminino
307;;307;Psicologica;Manha;;;;58;;;;;
308;Assedio;308;Psicologica;Madrugada;Viela da Mota, 473;XX;Mateus Lopes;95;Nao-Binario;Heterossexual;Negro;Pos-graduacao;Masculino
309;Outros;309;Fisica;Madrugada;Vila Costela, 487;ES;Ana Cecília da Luz;nan;Mulher Cisgenero;Heterossexual;Pardo;Ensino Medio Incompleto;Masculino
310;Discriminacao;310;Patrimonial;Manha;Quadra de Gomes, 168;RO;Maysa Sales;nan;Mulher Cisgenero;Homossexual;Amarelo;Ensino Superior Completo;Feminino
311;Outros;311;Psicologica;Tarde;Estação de Pacheco, 854;TO;Augusto Monteiro;138;Mulher Cisgenero;Assexual;Amarelo;Ensino Fundamental Incompleto;Feminino
312;Agressao;312;Moral;Manha;Vereda Rocha, 418;TO;Ester Peixoto;182;Nao-Binario;Heterossexual;Branco;Pos-graduacao;Feminino
313;Assedio;313;Psicologica;Tarde;Quadra Laura Melo, 366;XX;Pietro Caldeira;105;Mulher Cisgenero;Homossexual;Negro;Ensino Superior Incompleto;Feminino
314;Violencia Domestica;314;Patrimonial;Manha;Recanto de Farias, 685;ES;Davi da Mata;nan;Nao-Binario;Heterossexual;Amarelo;Ensino Superior Completo;Masculino
315;Agressao;315;Patrimonial;Tarde;Morro de Pereira, 563;XX;Joana Ferreira;30;Homem Cisgenero;Bissexual;Indigena;Ensino Fundamental Completo;Feminino
316;;316;Sexual;Noite;;;;88;;;;;
317;Invalido;317;Fisica;Manha;Colônia Mariane Carvalho, 641;SC;Léo Gomes;56;Homem Cisgenero;Assexual;Negro;Ensino Medio Incompleto;Masculino
318;Invalido;318;Sexual;Madrugada;Vereda Juan Alves, 863;MS;Laura Moraes;72;Homem Transgenero;Assexual;Negro;Ensino Fundamental Incompleto;Masculino
319;Discriminacao;319;Fisica;Manha;Rua de Silveira, 619;DF;Dr. Caio Guerra;nan;Homem Cisgenero;Bissexual;Branco;Ensino Superior Incompleto;Masculino
320;;320;Psicologica;Manha;;;;76;;;;;
321;Invalido;321;Psicologica;Tarde;Estação Abreu, 53;SE;João Guilherme Silveira;50;Mulher Cisgenero;Assexual;Indigena;Ensino Fundamental Completo;Masculino
322;Invalido;322;Moral;Noite;Passarela de Oliveira, 175;RR;José Miguel Monteiro;36;Homem Transgenero;Heterossexual;Indigena;Pos-graduacao;Feminino
323;Violencia Domestica;323;Patrimonial;Tarde;Aeroporto Maysa Pacheco, 414;RS;Heitor Borges;35;Mulher Transgenero;Assexual;Branco;Ensino Medio Incompleto;Masculino
324;Agressao;324;Fisica;Tarde;Loteamento Hadassa das Neves, 120;DF;Vicente Ferreira;47;Mulher Cisgenero;Bissexual;Negro;Ensino Medio Incompleto;Feminino
325;Assedio;325;Fisica;Tarde;Viaduto Vasconcelos, 893;ES;Rhavi Costa;123;Homem Cisgenero;Heterossexual;Negro;Pos-graduacao;Feminino
326;Violencia Domestica;326;Psicologica;Tarde;Viaduto de Gonçalves, 712;SC;Agatha Macedo;nan;Nao-Binario;Bissexual;Branco;Ensino Fundamental Completo;Masculino
327;Assedio;327;Psicologica;Manha;Esplanada de Vasconcelos, 817;XX;Sr. Pedro Pinto;59;Homem Cisgenero;Heterossexual;Branco;Ensino Fundamental Completo;Masculino
328;Invalido;328;Patrimonial;Noite;Condomínio de da Paz, 594;CE;Laura Fernandes;80;Homem Cisgenero;Assexual;Branco;Ensino Superior Completo;Feminino
329;;329;Psicologica;Tarde;;;;40;;;;;
330;;330;Sexual;Manha;;;;78;;;;;
331;;331;Psicologica;Tarde;;;;46;;;;;
332;Agressao;332;Psicologica;Manha;Estação Cauã Brito, 857;XX;Henry Santos;15;Mulher Cisgenero;Heterossexual;Amarelo;Ensino Medio Completo;Feminino
333;Agressao;333;Patrimonial;Manha;Colônia de Novaes, 111;MS;Brenda Castro;106;Homem Transgenero;Pansexual;Pardo;Ensino Fundamental Incompleto;Feminino
334;Invalido;334;Moral;Madrugada;Praça Camila Pastor, 538;CE;Hellena Pires;106;Homem Transgenero;Assexual;Pardo;Ensino Fundamental Incompleto;Feminino
335;Invalido;335;Patrimonial;Madrugada;Morro Moraes, 572;MS;Olivia Vieira;100;Homem Transgenero;Pansexual;Branco;Pos-graduacao;Masculino
336;Invalido;336;Moral;Manha;Via da Rocha, 24;PI;Natália da Mata;83;Homem Transgenero;Heterossexual;Pardo;Ensino Fundamental Completo;Feminino
337;Violencia Domestica;337;Moral;Noite;Estação da Conceição, 653;MS;Otávio Machado;132;Nao-Binario;Bissexual;Pardo;Ensino Superior Completo;Masculino
338;Discriminacao;338;Fisica;Madrugada;Jardim de da Cunha, 85;XX;Davi Miguel Cavalcante;42;Homem Transgenero;Homossexual;Pardo;Ensino Fundamental Completo;Feminino
339;;339;Psicologica;Tarde;;;;61;;;;;
340;Assedio;340;Moral;Madrugada;Colônia de Nunes, 450;MS;Ana Luiza Aparecida;nan;Nao-Binario;Heterossexual;Negro;Ensino Medio Incompleto;Masculino
341;Outros;341;Psicologica;Manha;Colônia Ian Oliveira, 911;XX;João Gabriel Cirino;75;Mulher Cisgenero;Pansexual;Negro;Ensino Medio Incompleto;Masculino
342;Invalido;342;Sexual;Tarde;Estação Ana Liz Pimenta, 915;MT;Calebe Sá;52;Mulher Transgenero;Heterossexual;Branco;Ensino Medio Completo;Masculino
343;Assedio;343;Fisica;Tarde;Chácara da Mota, 987;AM;Raul Farias;48;Nao-Binario;Bissexual;Amarelo;Ensino Medio Incompleto;Feminino
344;Invalido;344;Psicologica;Noite;Praça Josué Câmara, 367;MA;Diogo Monteiro;20;Mulher Cisgenero;Heterossexual;Branco;Ensino Superior Completo;Feminino
345;Outros;345;Moral;Madrugada;Via de Cavalcante, 923;MT;Heloisa da Mota;58;Nao-Binario;Assexual;Negro;Ensino Superior Completo;Feminino
346;Violencia Domestica;346;Sexual;Tarde;Sítio Davi Luiz Albuquerque, 470;XX;Srta. Giovanna da Rocha;71;Homem Cisgenero;Bissexual;Pardo;Ensino Fundamental Completo;Feminino
347;Invalido;347;Patrimonial;Madrugada;Residencial Aylla Campos, 476;AP;Léo das Neves;60;Mulher Cisgenero;Homossexual;Pardo;Ensino Fundamental Incompleto;Masculino
348;;348;Sexual;Tarde;;;;51;;;;;
349;Agressao;349;Moral;Madrugada;Morro Vargas, 748;XX;Marcelo Nascimento;40;Mulher Transgenero;Assexual;Indigena;Ensino Superior Incompleto;Feminino
350;;350;Patrimonial;Manha;;;;60;;;;;
351;Agressao;351;Sexual;Manha;Conjunto Diogo Rezende, 738;RO;Srta. Pietra Campos;nan;Mulher Cisgenero;Homossexual;Branco;Ensino Superior Incompleto;Masculino
352;Discriminacao;352;Sexual;Manha;Loteamento de Rios, 104;XX;Sra. Ana Beatriz Lopes;93;Nao-Binario;Bissexual;Branco;Ensino Fundamental Completo;Feminino
353;Invalido;353;Sexual;Madrugada;Rua Pastor, 288;BA;Ana Carolina Macedo;22;Mulher Transgenero;Bissexual;Pardo;Ensino Superior Incompleto;Feminino
354;Agressao;354;Moral;Madrugada;Loteamento Brito, 653;XX;Paulo Campos;10;Homem Cisgenero;Assexual;Negro;Ensino Medio Completo;Masculino
355;Invalido;355;Fisica;Madrugada;Largo Lucca Moraes, 369;PB;Dra. Giovanna Silveira;74;Mulher Cisgenero;Pansexual;Amarelo;Pos-graduacao;Masculino
356;Agressao;356;Sexual;Tarde;Ladeira Gustavo Henrique Lopes, 777;DF;Bruno Dias;25;Mulher Cisgenero;Assexual;Negro;Ensino Medio Completo;Feminino
357;Assedio;357;Fisica;Tarde;Jardim de Farias, 610;PB;Diogo Vieira;46;Nao-Binario;Assexual;Amarelo;Ensino Medio Completo;Feminino
358;Outros;358;Sexual;Noite;Ladeira Matheus da Conceição, 866;XX;Natália Guerra;73;Nao-Binario;Heterossexual;Negro;Ensino Superior Completo;Masculino
359;;359;Moral;Tarde;;;;41;;;;;
360;Violencia Domestica;360;Psicologica;Tarde;Lago Maria Laura Novaes, 374;MA;Igor Ramos;110;Mulher Transgenero;Homossexual;Amarelo;Ensino Superior Completo;Masculino
361;Violencia Domestica;361;Fisica;Madrugada;Distrito Daniela Peixoto, 744;XX;Rafaela Pastor;95;Nao-Binario;Pansexual;Branco;Ensino Medio Incompleto;Feminino
362;Outros;362;Psicologica;Manha;Favela Milena Pinto, 921;RR;Henrique Fernandes;27;Mulher Transgenero;Pansexual;Pardo;Ensino Medio Completo;Feminino
363;;363;Patrimonial;Madrugada;;;;53;;;;;
364;Outros;364;Patrimonial;Manha;Loteamento Câmara, 217;XX;Samuel Jesus;98;Homem Transgenero;Homossexual;Branco;Pos-graduacao;Feminino
365;Assedio;365;Moral;Tarde;Quadra de Moreira, 310;PE;Yan da Cruz;86;Mulher Cisgenero;Pansexual;Amarelo;Pos-graduacao;Masculino
366;Outros;366;Fisica;Madrugada;Vale Maria Eduarda Abreu, 526;XX;Ana Vitória Pastor;89;Homem Cisgenero;Bissexual;Negro;Ensino Medio Completo;Feminino
367;Violencia Domestica;367;Patrimonial;Tarde;Avenida Sousa, 848;XX;Pedro Henrique Montenegro;92;Mulher Transgenero;Pansexual;Branco;Ensino Medio Incompleto;Masculino
368;Invalido;368;Patrimonial;Tarde;Quadra Camargo, 544;AP;Erick Alves;50;Mulher Cisgenero;Pansexual;Negro;Ensino Fundamental Completo;Feminino
369;Violencia Domestica;369;Psicologica;Madrugada;Aeroporto de Costela, 653;ES;Helena Sampaio;56;Homem Transgenero;Heterossexual;Pardo;Ensino Medio Completo;Feminino
370;Agressao;370;Psicologica;Noite;Travessa de Pimenta, 524;PB;Mariana Monteiro;nan;Homem Cisgenero;Heterossexual;Negro;Ensino Fundamental Incompleto;Feminino
371;Discriminacao;371;Psicologica;Tarde;Estação de Melo, 296;SE;Daniel Montenegro;39;Homem Transgenero;Homossexual;Negro;Ensino Fundamental Incompleto;Feminino
